food_name,energy_kcal,protein_g,fat_g,carbs_g,vitamins_total,category
Вирджински фъстъци сурови,822,36.8,71.2,24.1,32.3,Други
Валенсиа фъстъци печени,177,8.1,15.4,4.9,4.895,Други
Nesfit Diet зърнени зърнени храни,75,0.0,0.0,0.0,0.0,Други
"Царевични песъчинки, приготвени",182,4.4,1.2,37.9,2.632,Други
Амарантски люспи,134,5.9,2.7,27.0,2.571,Други
Гранола,293,8.2,14.6,32.3,10.66,Други
Мюсли с плодови ядки,231,4.3,3.4,45.7,189.013,Плодове
Мюсли Учител се разпада,124,2.4,2.4,4.5,0.0,Други
Брански люспи,131,4.0,0.8,32.2,9.901,Други
ядки зърнени храни,245,4.0,5.9,46.2,19.802,Други
царевични люспи,108,1.7,0.3,24.6,26.826,Други
Царевични песъчинки суха,36,0.7,0.2,7.7,0.851,Други
Маргарин с кисело мляко,88,0.058,9.8,0.073,1.294,Млечни продукти
Слънчогледово семе масло,99,2.8,8.8,3.7,5.514,Мазнини
лешново масло,120,0.0,13.6,0.0,6.4,Мазнини
Рибено масло Menhaden,1966,0.0,218.0,0.0,0.0,Мазнини
Рибено масло от черен дроб на треска,123,0.0,13.6,0.0,4.104,Мазнини
сардинно масло,123,0.0,13.6,0.0,0.02,Мазнини
Cupu Assu Oil,120,0.0,13.6,0.0,0.035,Други
свинска мас,115,0.0,12.8,0.0,0.103,Други
сусамово масло,94,2.9,8.1,3.8,1.382,Ядки и семена
Маргарин разпространение,59,0.082,6.7,0.1,0.924,Мазнини
Зеленото масло от свинска мас,115,0.0,12.8,0.0,0.116,Зеленчуци
съкращаване,113,0.0,12.8,0.0,0.839,Други
Растително масло разпространено,75,0.007,8.4,0.1,4.093,Мазнини
памучно масло,120,0.0,13.6,0.0,4.866,Мазнини
"Растително масло, разпространено без мазнини",6,0.2,0.5,0.4,1.259,Мазнини
соев маргарин,88,0.0,9.9,0.0,3.691,Бобови
Маргарин със сол,100,0.031,11.3,0.017,3.841,Мазнини
Маргарин,102,0.037,11.5,0.018,3.97,Мазнини
Рибено масло от сьомга,123,0.0,13.6,0.0,0.0,Риба и морски дарове
Масло от масло от индийско орехче,1927,0.0,218.0,0.0,0.4,Ядки и семена
Бадемово масло,98,3.4,8.9,3.0,4.744,Ядки и семена
Шопане на заквасена сметана,60,0.0,5.0,1.0,0.0,Други
Масло от масло Ucuhuba,120,0.0,13.6,0.0,0.061,Мазнини
пилешки мазнини,115,0.0,12.8,0.0,0.311,Месо и месни продукти
Херинга рибено масло,123,0.0,13.6,0.0,0.0,Мазнини
мазнина от бекон,39,0.0,4.3,0.0,0.144,Месо и месни продукти
пуешка мазнина,45,0.0,5.0,0.0,0.185,Други
говеждо лой,115,0.0,12.8,0.0,0.362,Други
гъска мазнина,45,0.0,5.0,0.0,0.1,Други
Патица мазнини,44,0.0,5.0,0.0,0.143,Други
Mutton Tallow,45,0.0,5.0,0.0,0.189,Други
масло от гроздови семена,120,0.0,13.6,0.0,3.9,Ядки и семена
Шайново масло,1927,0.0,218.0,0.0,0.0,Мазнини
Бадемово масло,120,0.0,13.6,0.0,5.353,Ядки и семена
слънчогледово масло,120,0.0,13.6,0.0,5.666,Мазнини
Масло от кашу,94,2.8,7.9,4.4,0.958,Мазнини
Маслото от рапица,124,0.0,14.0,0.0,2.432,Мазнини
Масло Babassu,1927,0.0,218.0,0.0,41.6,Мазнини
Дразнирано масло,120,0.0,13.6,0.0,0.0,Мазнини
авокадо масло,124,0.0,14.0,0.0,0.0,Мазнини
зеленчуково масло от палмово ядро,117,0.0,13.6,0.0,0.526,Зеленчуци
кокосово масло,117,0.0,13.6,0.0,0.062,Мазнини
Маслото от шафран,120,0.0,13.6,0.0,4.655,Мазнини
растително масло,120,0.0,13.6,0.0,1.38,Мазнини
Кайсиево масло от ядро,40,0.0,4.5,0.0,0.2,Мазнини
фъстъчено масло,119,0.0,13.5,0.0,2.14,Мазнини
масло от маково семе,120,0.0,13.6,0.0,1.6,Мазнини
ленено масло,120,0.086,13.6,0.0,0.106,Мазнини
Масло от домати,1927,0.0,218.0,0.0,8.3,Зеленчуци
пшенично зародишно масло,120,0.0,13.6,0.0,20.334,Мазнини
сусамово масло,40,0.0,4.5,0.0,0.073,Ядки и семена
Царевична гранола масло,124,0.0,14.0,0.0,2.182,Мазнини
Масло от какаово масло,120,0.0,13.6,0.0,0.237,Мазнини
зехтин,119,0.0,13.5,0.0,1.966,Мазнини
Масло от палмово ядро,40,0.0,4.5,0.0,0.4,Мазнини
синапено масло,124,0.0,14.0,0.0,0.0,Мазнини
Масло от оризови трици,120,0.0,13.6,0.0,4.472,Мазнини
Зеленчукови макарони сухо,308,11.0,0.9,62.9,8.4,Зеленчуци
Chow Mein Noodles,257,5.9,9.9,37.5,5.557,Други
Китайска юфка,456,0.2,0.094,111.9,0.863,Други
"Растителни макарони, приготвени",172,6.1,0.1,35.7,2.621,Други
Царевична паста суха,375,7.8,2.2,83.2,3.55,Други
Яйчната юфка суха,146,5.4,1.7,27.1,1.6,Други
Цяло пшенично спагети сухо,98,4.1,0.4,21.2,2.059,Други
Японската юфка Soba суха,95,4.1,0.2,21.1,1.347,Други
Оризната юфка суха,103,1.0,0.2,23.6,0.294,Други
Спагакови спагети сухо,105,3.8,0.4,21.2,2.151,Други
"яйчни юфки, приготвени",110,3.6,1.7,20.1,2.388,Други
японска юфка с юфка,231,7.0,0.3,48.5,0.665,Други
Цели пшенични макарони сухо,365,15.4,1.5,78.8,7.323,Други
Маринара с макаронени изделия и смлян говеждо сос,41,2.5,1.6,4.1,0.0,Други
макарони сурови,390,13.7,1.6,78.4,9.756,Други
Спагети сухо,105,3.7,0.4,21.1,2.798,Други
Fusilli Cucina,100,0.0,0.4,3.4,0.0,Други
Японската юфка суха суха,101,3.2,0.2,21.0,0.512,Други
Макаронени изделия,301,11.8,2.4,57.3,3.786,Други
Макарони се готви,221,8.1,1.3,43.2,3.41,Други
Спанак яйце юфка суха,145,5.6,1.7,26.7,3.783,Зеленчуци
"Японска юфка Soba, приготвена",113,5.8,0.1,24.4,1.145,Други
"Оризови юфки, приготвени",190,3.2,0.4,42.3,0.212,Други
приготвени макарони с пълно пшеница,174,7.5,0.8,37.2,2.487,Други
Спагети се готвят,363,13.3,2.1,71.0,5.5,Други
приготвени с пълнозърнести спагети,174,7.5,0.8,37.2,2.507,Други
вафла,218,5.9,10.6,24.7,3.078,Други
Печена тако черупка,61,0.8,2.7,8.3,0.628,Други
Пуф сладкиш,1367,18.1,94.3,112.0,12.192,Десерти и сладки
Боровинка кифла,214,2.6,9.2,30.2,3.049,Други
Хлябните трохи,427,14.4,5.7,77.7,9.437,Зърнени и тестени
топла канелена ролка mcdonalds,113,2.0,5.1,15.0,1.631,Други
царевична кифла,201,3.9,5.5,33.7,2.75,Други
тортила,467,14.3,1.9,98.4,10.028,Други
Croutons подправени,186,4.3,7.3,25.4,3.086,Други
Вафла с мътеница,102,2.4,3.1,16.0,3.946,Други
брашно тортила,146,3.9,3.7,24.1,3.095,Зърнени и тестени
остъклен поничка,55,0.8,3.0,6.2,1.121,Други
царевична тортила,52,1.4,0.7,10.7,0.691,Други
кифла,169,3.9,6.5,23.6,2.31,Други
крутони,33,1.0,0.5,5.9,0.719,Риба и морски дарове
Поничка с желе пълнеж,289,5.0,15.9,33.2,3.573,Други
Сладки ролки с канела,309,5.1,13.6,42.2,6.488,Други
Овесена кифла,46,1.2,1.3,8.2,0.552,Други
Френски поничка на Cruller,169,1.3,7.5,24.4,1.253,Други
палачинки,86,2.4,3.7,10.8,1.237,Други
Шоколадова поничка,250,2.7,11.9,34.4,1.04,Десерти и сладки
Сладко сирене ролки,238,4.7,12.1,28.8,1.193,Млечни продукти
Еклер,234,4.4,19.2,11.2,2.668,Други
Поничка с пълнеж от крем,307,5.4,20.8,25.5,3.373,Други
Плодов тостер сладкиш,209,2.4,5.6,37.1,4.262,Плодове
поничка,192,2.3,10.3,22.9,1.272,Други
Палачинки пълнозърнеста пшеница,92,3.7,2.9,12.9,1.933,Други
Кейкитос,196,2.9,10.6,22.3,0.0,Други
zwieback,30,0.7,0.7,5.2,0.798,Други
с поничка с шоколадово покритие,81,0.9,4.5,9.2,1.329,Десерти и сладки
вафли препечени,103,2.4,3.2,16.3,4.171,Други
Канела тостер сладкиш,206,2.6,7.1,34.1,3.323,Десерти и сладки
Хляб на пшенични трици,89,3.2,1.2,17.2,2.33,Зърнени и тестени
бял хляб,77,2.6,1.0,14.3,1.893,Зърнени и тестени
Овес хляб,71,3.1,1.3,11.9,2.239,Зърнени и тестени
Пълно пшеничен хляб природата,50,0.0,1.0,0.0,0.0,Зърнени и тестени
Високо протеинов хляб д -р Zaks,152,0.0,3.0,15.3,0.0,Зърнени и тестени
пшеничен хляб,79,3.1,1.3,13.8,2.195,Зърнени и тестени
яйчен хляб се препече,117,3.9,2.4,19.5,2.571,Зърнени и тестени
Маслото Toastbrot JA,66,0.0,0.9,2.0,0.0,Мазнини
Виенски хляб препечен,93,3.8,0.6,18.0,2.213,Зърнени и тестени
виенски хляб,92,3.8,0.6,18.1,2.101,Зърнени и тестени
протеинов хляб,47,2.3,0.4,8.3,0.961,Зърнени и тестени
Бананов хляб,186,2.5,6.0,31.1,2.391,Зърнени и тестени
Хляб на оризови трици,66,2.4,1.2,11.7,2.625,Зърнени и тестени
Бели фибри чудо хляб,95,3.5,1.0,18.0,0.0,Зърнени и тестени
Focaccia,142,5.0,4.5,20.4,3.862,Други
овесени трикови хляб препечени,70,3.1,1.3,11.8,1.837,Зърнени и тестени
ръжен хляб,83,2.7,1.1,15.5,1.898,Зърнени и тестени
пшеничен зародиш хляб,73,2.7,0.8,13.5,2.04,Зърнени и тестени
протеинов хляб препечен,46,2.2,0.4,8.2,1.01,Зърнени и тестени
Хляб овесени ядки,73,2.3,1.2,13.1,1.265,Зърнени и тестени
Арепа,215,5.4,5.3,36.4,1.623,Други
Хляб за хляб на стафиди,86,2.5,1.4,16.5,1.472,Зърнени и тестени
напукан пшеничен хляб,74,2.5,1.1,14.0,1.333,Зърнени и тестени
чесън хляб,151,3.6,7.1,17.9,3.195,Зърнени и тестени
Ръчен хляб препечен,82,2.7,1.0,15.4,1.538,Зърнени и тестени
Цял пшеничен хляб,128,3.9,2.5,23.6,2.634,Зърнени и тестени
Пълно пшеничен хляб препечен,128,3.9,2.5,23.7,2.439,Зърнени и тестени
Pan Dulce хляб,231,5.9,7.3,35.5,4.175,Зърнени и тестени
оризов хляб с хляб,66,2.4,1.3,11.8,2.216,Зърнени и тестени
пита хляб цяла пшеница,74,2.7,0.7,15.4,1.528,Зърнени и тестени
пшеничен зародиш хляб препечен,73,2.7,0.8,13.6,1.641,Зърнени и тестени
Хляб Pumpernickel,65,2.3,0.8,12.4,1.254,Зърнени и тестени
Frybread,502,10.2,18.6,73.4,8.55,Други
Белият хляб препечен,83,2.5,1.1,15.4,1.47,Зърнени и тестени
хляб с пики,109,2.5,2.0,20.2,1.594,Зърнени и тестени
пшеничен хляб се препече,75,3.1,1.0,13.4,2.042,Зърнени и тестени
пита хляб,165,5.5,0.7,33.4,3.908,Зърнени и тестени
картофено хляб,85,4.0,1.0,15.1,1.209,Зърнени и тестени
яйчен хляб,115,3.8,2.4,19.1,2.841,Зърнени и тестени
Хляб овесени ядки,73,2.3,1.2,13.2,1.21,Зърнени и тестени
сирене хляб,196,5.0,10.0,21.5,2.999,Млечни продукти
Pumpernickel хляб препечен,80,2.8,1.0,15.1,1.303,Зърнени и тестени
хляб на стафиди,88,2.5,1.4,16.7,1.574,Зърнени и тестени
Pumpernickel Roll,77,3.0,0.8,14.8,1.427,Други
Багел за канела,71,2.5,0.4,14.4,1.506,Други
Английски кифли,127,5.0,1.1,25.5,2.966,Други
Ръжна ролка за вечеря,123,4.4,1.5,22.8,2.351,Други
Английска кифла цяла пшеница,134,5.8,1.4,26.7,3.572,Други
вечерята с цяла пшеница,74,2.4,1.3,14.3,1.62,Други
Ролка за вечеря,76,2.4,1.8,12.9,1.676,Други
Рол от Hotdog,117,4.1,1.6,21.1,2.884,Други
Багел,245,10.0,1.5,47.9,4.768,Други
Овес Ban Bangel,176,7.4,0.8,36.8,3.103,Други
болка au chocolat de la boulangerie,235,0.0,12.0,0.0,0.0,Други
Яйце геврек,72,2.8,0.5,13.8,1.609,Яйца
Английски кифли са препечени,140,5.4,1.1,27.4,4.468,Други
Английски кифли с пълна пшеница препечена,135,5.9,1.4,26.9,3.005,Други
бисквита,357,7.1,16.5,45.0,4.277,Десерти и сладки
Френска ролка,105,3.3,1.6,19.1,2.545,Други
Овесена ролка за вечеря,78,3.1,1.5,13.3,2.224,Други
Пекански къси бисквитки,76,0.7,4.6,8.2,0.67,Други
бисквитки с овесени ядки,113,1.6,4.5,17.2,1.05,Други
Шоколадови вафли,485,7.4,15.9,81.1,5.174,Десерти и сладки
ванилови вафли с ниска мазнина,353,4.0,12.2,58.9,3.719,Други
Бисквитки с шоколадов чипс McDonalds,136,1.6,6.4,18.7,1.275,Десерти и сладки
Gingersnap бисквитки,29,0.4,0.7,5.4,0.472,Други
Бискоти Аббрачи Мулино Бианко,54,0.4,2.6,0.8,0.0,Други
Бисквитка с шоколадов чип,63,0.5,2.8,9.3,0.889,Десерти и сладки
Брауни,243,2.9,9.8,38.3,2.002,Други
Къси бисквитки,40,0.5,1.9,5.2,0.62,Други
бисквитки с овесени ядки със стафиди,65,1.0,2.4,10.3,0.642,Други
сандвич с фъстъчено масло,67,1.2,3.0,9.2,1.321,Мазнини
захарни бисквитки,72,0.8,3.2,10.2,0.964,Други
"Шоколадови крекери, покрити с шоколад",68,0.8,3.2,9.3,0.681,Десерти и сладки
Бисквитки за стафиди,60,0.6,2.0,10.2,1.071,Други
ванилови вафли,28,0.3,1.2,4.3,0.498,Други
Греъм крекери,355,5.8,8.5,64.5,4.944,Други
бисквитки с фъстъчено масло,95,1.8,4.8,11.8,1.121,Мазнини
Ванилов сандвич бисквитка,72,0.7,3.0,10.8,1.018,Други
Захарни вафли с пълнеж от крем,51,0.4,2.3,7.1,0.756,Други
сирене пухчета,197,2.1,12.8,18.6,3.696,Млечни продукти
Солени крекери,13,0.3,0.3,2.2,0.686,Други
Пътевна смес,139,4.1,8.8,13.5,2.306,Други
царевични конуси,144,1.6,7.6,17.8,0.714,Други
Шоколадови гевреци,50,0.8,1.8,7.8,0.404,Десерти и сладки
Френски тост пръчки,73,1.3,3.8,8.9,1.147,Други
крекери,82,1.1,4.2,9.8,1.766,Други
сусамови пръчки,54,1.1,3.7,4.7,0.77,Ядки и семена
крекери за сирене,34,0.8,1.6,4.2,0.972,Млечни продукти
Ориенталски оризов крекер смес,143,4.9,7.2,14.6,2.885,Други
Хляб,103,3.0,2.4,17.1,1.975,Зърнени и тестени
Крекери за мляко,50,0.8,1.7,7.7,1.107,Млечни продукти
Мацо крекери цяла пшеница,98,3.7,0.4,22.1,2.079,Други
Мацо крекери с яйце,109,3.4,0.6,22.0,2.133,Яйца
ухапвания от гранола,23,0.4,0.9,3.3,0.501,Други
Крекери цели пшеница,120,3.0,4.0,19.5,2.202,Други
Тропическа пътека микс,619,8.8,23.9,91.8,15.799,Други
меки гевреци,389,9.4,3.6,79.8,6.452,Други
Царевична тостада черупка,58,0.8,2.9,7.9,0.423,Други
Мацо крекери,111,2.8,0.4,23.4,1.541,Други
Сусамово хрупка,9,0.2,0.6,0.9,0.216,Ядки и семена
Пътевна смес с шоколадов чипс,707,20.7,46.6,65.6,11.01,Десерти и сладки
Крекерно хранене,440,10.7,2.0,93.0,9.17,Други
Подут ориз,153,2.4,0.2,34.1,15.348,Други
Filinchen Gutena,19,0.4,0.2,0.5,0.0,Други
Мелба препечете крекери,117,3.6,1.0,23.0,1.842,Други
Мацо крекери с яйчен лук,109,2.8,1.1,21.6,2.111,Зеленчуци
царевица,126,2.4,4.4,20.3,1.43,Други
Багел чипс,789,21.6,26.5,116.1,17.531,Снаксове
гевреци,115,3.0,0.9,24.1,2.731,Други
картофено сурово,164,4.3,0.2,37.2,45.724,Зеленчуци
Gatto di Patate Home Made,202,0.0,9.4,4.0,0.0,Други
печен картоф,161,4.3,0.2,36.6,20.391,Зеленчуци
Картофени пръчки,188,2.4,12.4,19.2,22.435,Зеленчуци
Картоф с приготвен,52,1.1,0.006,12.1,9.422,Зеленчуци
Vivaldi Картофи Sainsbury's,23,0.0,0.1,0.0,0.0,Зеленчуци
картофена шунка супа,192,6.5,12.5,13.4,0.0,Зеленчуци
Russet Potato Raw,292,7.9,0.3,66.7,27.836,Други
Изпечен картоф Русе,290,7.9,0.4,64.1,31.645,Зеленчуци
пържени картофи,13,0.2,0.4,2.2,2.112,Зеленчуци
Картофени гребени,216,7.0,9.0,26.4,30.718,Зеленчуци
Вила пържени,11,0.2,0.4,1.9,1.213,Други
картофено пюре,215,4.0,6.8,35.5,4.147,Зеленчуци
картофено пюре с мляко и масло,237,3.9,8.9,35.3,17.181,Млечни продукти
Червен картоф суров,149,4.0,0.3,33.9,22.04,Зеленчуци
картофена палачинка,59,1.3,3.2,6.1,7.303,Зърнени и тестени
Картофени пухчета,243,2.6,11.0,35.5,11.169,Зеленчуци
Изпечен червен картоф,74,2.0,0.1,16.7,12.843,Зеленчуци
Картофи консервирани,132,3.6,0.3,29.7,26.526,Зеленчуци
Картофена кожа сурова,22,1.0,0.099,4.7,4.948,Зеленчуци
Обувки на пържени картофи,4,0.099,0.1,0.7,0.6,Зеленчуци
Хаш кафяв картоф,144,1.4,9.0,15.3,5.599,Зеленчуци
изпечен чипс лежи,130,0.0,2.0,0.0,0.0,Снаксове
Царевични чипс,162,1.9,10.0,17.2,3.084,Снаксове
Начо сирене тортила чипс с ниска мазнина,90,2.4,1.0,18.5,3.36,Млечни продукти
Царевичен чипс барбекю,1036,13.9,64.7,111.3,8.014,Снаксове
Царевичен чипс не есен,490,5.8,29.4,50.5,4.754,Снаксове
картофени чипове без мазнини,860,21.9,1.4,190.1,40.435,Зеленчуци
Сладки чипс с чайник,99,2.0,2.2,2.1,0.0,Напитки
Таро чипс,11,0.049,0.6,1.6,0.931,Снаксове
Картофените чипове намалиха мазнините,801,12.1,35.4,113.7,67.504,Зеленчуци
Лукови закуски,150,2.3,6.8,19.5,2.685,Зеленчуци
Картофено чипс сирене,843,14.5,46.2,98.1,103.057,Млечни продукти
Yuca Cassava Chips,9,0.054,0.4,1.2,0.434,Други
тортила чипс с ниска мазнина,117,3.1,1.6,22.6,0.583,Снаксове
ранчов аромат тортила чипс,992,14.2,48.8,124.2,4.466,Снаксове
картофени чипсове,161,2.1,10.4,15.9,14.757,Зеленчуци
тортила чипс,142,2.1,6.2,20.3,2.257,Снаксове
Сладки картофени чипса,149,0.8,9.1,15.9,4.05,Зеленчуци
чипс от тортила на начо сирене,156,2.2,8.2,18.2,1.088,Млечни продукти
зеленчукови чипсове,134,1.5,6.6,17.1,3.973,Зеленчуци
тако аромат тортила чипс,1090,17.9,54.9,143.2,8.922,Снаксове
барбекю от картофени чипове,970,15.2,64.2,104.5,92.015,Зеленчуци
Пита чипс,137,3.5,4.6,20.5,4.791,Снаксове
Картофени чипс заквасена сметана и лук,1051,16.0,67.1,102.0,85.852,Зеленчуци
Adobo fresco,780,5.8,60.2,53.6,26.119,Други
Чили пипер сос червено,3,0.1,0.089,0.6,4.761,Други
кремообразен сос от ранчо mcdonalds,132,0.3,14.7,1.0,1.127,Други
Catsup,19,0.2,0.066,4.5,1.443,Други
Чили пипер сос зелен,3,0.1,0.032,0.8,10.53,Зеленчуци
Червено вино оцет,3,0.055,0.0,0.011,0.053,Алкохолни напитки
рибен сос,6,0.9,0.013,0.7,0.822,Други
Облеклото на колона намалява мазнините,56,0.0,3.4,6.8,0.783,Други
кисела превръзка,21,0.4,2.0,0.6,0.731,Други
Сос гуава,86,0.8,0.3,22.6,351.071,Други
сос за пица,136,5.5,2.9,21.8,33.674,Други
сладък и кисел сос McDonalds,48,0.2,0.3,11.0,0.808,Други
Нанс сироп,4,0.028,0.002,0.8,0.6,Други
Френският дресинг намали мазнините,37,0.072,2.2,4.7,0.935,Подправки и сосове
дресинг на пипер,76,0.2,8.2,0.5,0.968,Подправки и сосове
сорго сироп,61,0.0,0.0,15.7,0.401,Други
ранчо превръзка без мазнини,17,0.039,0.3,3.7,0.496,Други
Цезар обличане на нискокалории,17,0.028,0.7,2.8,0.59,Други
сладък кисел дресинг,2,0.082,0.0,0.6,2.051,Подправки и сосове
майонеза имитация на мазнини без мазнини,13,0.043,0.4,2.5,0.092,Подправки и сосове
Софрито,488,26.4,37.5,11.2,50.936,Други
Турция Брейс миг,27,0.8,1.0,3.9,0.528,Други
Сос Teriyaki,16,1.1,0.015,2.8,0.559,Други
доматен сос,59,2.9,0.7,13.0,24.363,Други
Барбекю сос Крафт,28,0.1,0.053,6.5,0.366,Други
Сос от червени боровинки подсладен,418,0.6,0.4,107.8,8.33,Други
Облечване на колос,62,0.1,5.3,3.8,0.898,Други
лук сос суха,77,2.2,0.7,16.2,2.9,Зеленчуци
Царевичен сироп светлина,62,0.0,0.09,16.9,0.047,Други
Доматен дресинг на бекон,49,0.3,5.3,0.3,2.337,Месо и месни продукти
сироп от палачинки,53,0.0,0.075,13.9,0.172,Други
Балсамов оцет,14,0.041,0.0,2.7,0.0,Подправки и сосове
Ранчото намалена мазнина,29,0.2,1.9,3.2,0.675,Други
Барбекю сос McDonalds,46,0.4,0.3,10.3,0.792,Други
Обединен маслен дресинг,72,0.0,8.0,0.4,0.724,Подправки и сосове
обличане на маково семе,66,0.2,5.5,4.0,0.895,Други
меден горчичен дресинг,70,0.1,6.1,3.5,1.065,Подправки и сосове
Френски дресинг без мазнини,21,0.01,0.024,5.1,0.259,Подправки и сосове
оцет,3,0.0,0.0,0.089,0.0,Подправки и сосове
Премахване на спрей,13,0.07,0.9,1.3,0.055,Други
меден горчица облича мазнини без,25,0.2,0.2,5.8,0.706,Подправки и сосове
Гъвкава сос,119,3.0,6.4,13.0,4.445,Други
бял сос,368,9.6,26.6,22.9,5.719,Други
Маринара сос за макаронени изделия,129,3.7,3.9,19.9,22.925,Други
доматен сос с гъби,86,3.6,0.3,20.7,39.965,Други
свинско сос на прах,25,0.6,0.6,4.3,0.62,Месо и месни продукти
говеждо месо,123,8.7,5.5,11.2,1.897,Месо и месни продукти
Зелена богиня обличане,64,0.3,6.5,1.1,1.155,Зеленчуци
Salsa Con Queso,358,7.9,23.8,27.9,8.055,Други
коктейлен сос,19,0.2,0.2,4.2,2.304,Други
Уорчестърски сос,13,0.0,0.0,3.3,2.497,Други
Сос за барбекю,29,0.1,0.1,6.9,0.554,Други
доматен сос с лук,103,3.8,0.5,24.4,36.203,Зеленчуци
кафява сос суха,22,0.6,0.6,3.6,0.493,Други
Синьо сирене Облецане,14,0.3,0.4,2.1,0.55,Млечни продукти
Испански доматен сос,81,3.5,0.7,17.7,25.753,Други
Сос от стриди,9,0.2,0.066,2.0,0.561,Други
сос от сирене,30,1.5,2.2,0.8,0.652,Млечни продукти
сос от хайсин,35,0.5,0.5,7.1,0.674,Други
Пикзерна наслада,20,0.097,0.061,5.3,0.49,Други
доматен сос с билки сирене,144,5.2,4.7,25.0,28.543,Млечни продукти
Френски дресинг,73,0.1,7.2,2.5,1.611,Подправки и сосове
Майонеза Hellmanns,15,0.0,1.7,0.087,0.0,Подправки и сосове
Канадски кленов сироп,76,0.0,0.0,19.1,0.475,Други
кленов сироп,52,0.09,0.047,13.4,0.541,Други
барбекю сос бикове око,27,0.1,0.1,6.4,0.485,Други
Ранчо превръзка,65,0.2,6.7,0.9,0.92,Други
Tomato Ketchup MP,15,0.0,0.0,0.2,0.0,Други
светлина на майонеза,36,0.032,3.3,1.4,0.738,Подправки и сосове
дресинг на майонеза,103,0.0,11.7,0.066,1.934,Подправки и сосове
малцов сироп,67,1.3,0.0,15.0,2.18,Други
сос суха,86,3.3,2.0,14.5,3.072,Други
Оранжева оранжева оранжева,490,0.8,0.3,127.1,49.919,Други
обличане на Цезар,80,0.3,8.5,0.5,1.36,Други
Италиански дресинг,35,0.032,3.1,1.8,0.558,Подправки и сосове
Кафяв миг,25,0.6,0.8,4.0,0.613,Други
дресинг на сирене Roquefort,15,0.8,1.1,0.4,0.53,Млечни продукти
Синьо сирене дресинг,71,0.2,7.7,0.7,1.233,Млечни продукти
Сос от патици,80,0.1,0.063,19.7,0.697,Други
au jus,38,2.8,0.5,5.9,4.816,Други
Царевичен сироп тъмно,57,0.0,0.0,15.5,0.216,Други
Светлина за обличане на мътеница,30,0.2,1.9,3.2,0.669,Други
сайдер оцет,3,0.0,0.0,0.1,0.0,Подправки и сосове
сос от татар,32,0.2,2.5,2.0,1.054,Други
черен пипер лют сос,1,0.024,0.018,0.031,3.965,Други
Доматен чили сос,6,0.2,0.095,1.2,1.336,Други
Турция сос суха,26,0.7,0.5,4.6,0.456,Други
Сос салса,5,0.3,0.039,1.2,1.042,Други
Сос от пържола,16,0.2,0.004,3.7,1.786,Други
меласа,58,0.0,0.068,14.9,0.561,Други
италиански дресинг без мазнини,7,0.1,0.1,1.2,0.44,Подправки и сосове
Сос от слива,35,0.2,0.2,8.1,0.58,Други
chow mein разбърква пържени основни храни,26,0.0,0.2,0.0,0.0,Други
говеждо сос миг,25,0.7,0.6,4.1,0.457,Други
хрян,2,0.003,0.085,0.6,1.506,Други
Гренадин,54,0.0,0.0,13.4,0.064,Други
сос в Табаско,1,0.045,0.002,0.006,0.598,Други
сладък кисел сос,26,0.02,0.084,6.7,1.946,Други
Salsa Verde,6,0.2,0.1,1.0,2.33,Други
Мисо,40,2.6,1.2,5.1,0.57,Други
"покълнала соя, приготвена",76,8.0,4.2,6.1,10.078,Други
"Соево брашно, печено",375,29.6,18.6,28.6,7.287,Зърнени и тестени
соево брашно с ниска мазнина,330,40.0,7.8,30.7,6.923,Зърнени и тестени
"Зелена соя, приготвена",127,11.1,5.8,9.9,16.817,Зеленчуци
Azumaya tofu vitasoy,316,32.8,16.6,9.1,0.0,Други
Соевите протеини изолират,96,22.8,1.0,2.1,0.617,Бобови
Тофу кисело мляко,246,9.2,4.7,41.8,8.279,Млечни продукти
Бекон без месо,446,15.4,42.5,9.1,28.747,Месо и месни продукти
Без месо пържено пиле,304,27.7,16.6,11.1,22.455,Месо и месни продукти
Соева,109,7.1,4.8,8.4,33.037,Бобови
Соева Вермицели,463,0.1,0.1,115.2,0.719,Бобови
тофу пържено,35,2.4,2.6,1.2,0.319,Други
Темпех,320,30.8,17.9,15.6,6.182,Други
Koyadofu,81,8.9,5.2,1.7,0.48,Други
Без месо месо,110,11.8,5.0,4.5,8.228,Месо и месни продукти
Соя ванил джогинг Алпро,21,0.3,0.6,1.0,0.0,Други
Соево извара сирене,340,28.1,18.2,15.5,3.317,Млечни продукти
соев сос,8,1.3,0.054,0.8,0.581,Бобови
Соя сухо печено,419,36.8,20.1,30.4,7.276,Други
соево масло,120,0.0,13.6,0.0,1.164,Бобови
Без месо пиле,376,39.7,21.4,6.1,9.768,Месо и месни продукти
Соя приготвена,296,28.6,15.4,17.1,5.722,Други
Соеварна неравна мазнина,68,6.0,0.046,10.1,1.937,Бобови
соево брашно,23,1.8,1.1,1.8,0.5,Зърнени и тестени
Соево лецитинско масло,104,0.0,13.6,0.0,1.115,Бобови
тофу суров,188,20.0,11.9,4.7,1.396,Други
Соев чипс,109,7.5,2.1,15.0,1.842,Бобови
Зелена соя сурова,376,33.2,17.4,28.3,80.9,Зеленчуци
Соевите протеини се концентрират,93,18.0,0.1,7.2,0.463,Бобови
соева маргарин,34,0.052,3.8,0.043,0.516,Бобови
Шоколадова соева мазнина,107,6.0,0.046,20.7,2.156,Бобови
Окара,93,3.9,2.1,15.3,0.415,Други
